date,fetched_at,source_name,source_type,page_type,category,priority,asin,image_url,display_rank,display_order,rank,rank_basis,position,title,price,price_display,rating,review_count,review_rating,bought_past_month,badge,sponsored,product_url,page_url
2026-06-15,2026-06-15T08:01:08+00:00,Competitor Store 22,seller,seller,Famiheart,1,B0GZL8ZT8P,,18,18,18,display_order,18,Style 11,,,,,,,,no,https://www.amazon.com/Customized-Fathers-Pattern-Grandpa-Daughter/dp/B0GZL8ZT8P/ref=is_sr_dp_3?dib=eyJ2IjoiMSJ9.tu7Lkuzxa_VEq_62wbIVCCJJZCkigTZSX56aff1ja0Stue3O8M4yE7R1dKUGxKdfm5yRBCBqyu4JyuUvbHT2wDLz5wW1gNX9Fg5EzsBVu90cIzFTvPJ9pDW-88I8bYTYpVnfhYTnOyChRT5wWcDmR5a-WMCNmOlLo-1ucRyPLI3FjZC9r9RKAHjHV7WYgwM5DxV9BybXTxjtGbNDxQuezSkBJsHhlRXjW5yAHGm4N3s.GV8GpuADoX11MBQ-5sgbsp97h2gi3SsBGlIgQYGVNbg&dib_tag=se&m=A1GU2TRTLSZQX4&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781510668&s=merchant-items&sr=1-11,https://www.amazon.com/s?i=merchant-items&me=A1GU2TRTLSZQX4&s=exact-aware-popularity-rank&ds=v1%3AhG3SYZiLqxK4cNSLeJP2iOqQvrgSfOXJ3T%2FVkA3EWg0&marketplaceID=ATVPDKIKX0DER&qid=1776152103&ref=sr_st_exact-aware-popularity-rank
2026-06-15,2026-06-15T08:01:08+00:00,Competitor Store 22,seller,seller,Famiheart,1,B0GZLBH1W3,,19,19,19,display_order,19,Style 12,,,,,,,,no,https://www.amazon.com/Customized-Fathers-Pattern-Grandpa-Daughter/dp/B0GZLBH1W3/ref=is_sr_dp_4?dib=eyJ2IjoiMSJ9.tu7Lkuzxa_VEq_62wbIVCCJJZCkigTZSX56aff1ja0Stue3O8M4yE7R1dKUGxKdfm5yRBCBqyu4JyuUvbHT2wDLz5wW1gNX9Fg5EzsBVu90cIzFTvPJ9pDW-88I8bYTYpVnfhYTnOyChRT5wWcDmR5a-WMCNmOlLo-1ucRyPLI3FjZC9r9RKAHjHV7WYgwM5DxV9BybXTxjtGbNDxQuezSkBJsHhlRXjW5yAHGm4N3s.GV8GpuADoX11MBQ-5sgbsp97h2gi3SsBGlIgQYGVNbg&dib_tag=se&m=A1GU2TRTLSZQX4&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781510668&s=merchant-items&sr=1-11,https://www.amazon.com/s?i=merchant-items&me=A1GU2TRTLSZQX4&s=exact-aware-popularity-rank&ds=v1%3AhG3SYZiLqxK4cNSLeJP2iOqQvrgSfOXJ3T%2FVkA3EWg0&marketplaceID=ATVPDKIKX0DER&qid=1776152103&ref=sr_st_exact-aware-popularity-rank
2026-06-15,2026-06-15T08:01:08+00:00,Competitor Store 22,seller,seller,Famiheart,1,B0GZL9GWCB,,20,20,20,display_order,20,Style 13,,,,,,,,no,https://www.amazon.com/Customized-Fathers-Pattern-Grandpa-Daughter/dp/B0GZL9GWCB/ref=is_sr_dp_5?dib=eyJ2IjoiMSJ9.tu7Lkuzxa_VEq_62wbIVCCJJZCkigTZSX56aff1ja0Stue3O8M4yE7R1dKUGxKdfm5yRBCBqyu4JyuUvbHT2wDLz5wW1gNX9Fg5EzsBVu90cIzFTvPJ9pDW-88I8bYTYpVnfhYTnOyChRT5wWcDmR5a-WMCNmOlLo-1ucRyPLI3FjZC9r9RKAHjHV7WYgwM5DxV9BybXTxjtGbNDxQuezSkBJsHhlRXjW5yAHGm4N3s.GV8GpuADoX11MBQ-5sgbsp97h2gi3SsBGlIgQYGVNbg&dib_tag=se&m=A1GU2TRTLSZQX4&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781510668&s=merchant-items&sr=1-11,https://www.amazon.com/s?i=merchant-items&me=A1GU2TRTLSZQX4&s=exact-aware-popularity-rank&ds=v1%3AhG3SYZiLqxK4cNSLeJP2iOqQvrgSfOXJ3T%2FVkA3EWg0&marketplaceID=ATVPDKIKX0DER&qid=1776152103&ref=sr_st_exact-aware-popularity-rank
2026-06-15,2026-06-15T08:01:08+00:00,Competitor Store 22,seller,seller,Famiheart,1,B0GZLFHFTV,,21,21,21,display_order,21,Style 14,,,,,,,,no,https://www.amazon.com/Customized-Fathers-Pattern-Grandpa-Daughter/dp/B0GZLFHFTV/ref=is_sr_dp_6?dib=eyJ2IjoiMSJ9.tu7Lkuzxa_VEq_62wbIVCCJJZCkigTZSX56aff1ja0Stue3O8M4yE7R1dKUGxKdfm5yRBCBqyu4JyuUvbHT2wDLz5wW1gNX9Fg5EzsBVu90cIzFTvPJ9pDW-88I8bYTYpVnfhYTnOyChRT5wWcDmR5a-WMCNmOlLo-1ucRyPLI3FjZC9r9RKAHjHV7WYgwM5DxV9BybXTxjtGbNDxQuezSkBJsHhlRXjW5yAHGm4N3s.GV8GpuADoX11MBQ-5sgbsp97h2gi3SsBGlIgQYGVNbg&dib_tag=se&m=A1GU2TRTLSZQX4&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781510668&s=merchant-items&sr=1-11,https://www.amazon.com/s?i=merchant-items&me=A1GU2TRTLSZQX4&s=exact-aware-popularity-rank&ds=v1%3AhG3SYZiLqxK4cNSLeJP2iOqQvrgSfOXJ3T%2FVkA3EWg0&marketplaceID=ATVPDKIKX0DER&qid=1776152103&ref=sr_st_exact-aware-popularity-rank
2026-06-15,2026-06-15T08:01:08+00:00,Competitor Store 22,seller,seller,Famiheart,1,B0DZNR66DK,https://m.media-amazon.com/images/I/91jjAwYZ5eL._AC_UY218_.jpg,22,22,22,display_order,22,"LULLBABYMALL Custom Embroidered Name Patches - Personalized Name Tags, Iron On, Sew On, Hook and Loop Patches, Name Patch ...",,,,,,,,no,https://www.amazon.com/LULLBABYMALL-Custom-Embroidered-Name-Patches/dp/B0DZNR66DK/ref=sr_1_12?dib=eyJ2IjoiMSJ9.tu7Lkuzxa_VEq_62wbIVCCJJZCkigTZSX56aff1ja0Stue3O8M4yE7R1dKUGxKdfm5yRBCBqyu4JyuUvbHT2wDLz5wW1gNX9Fg5EzsBVu90cIzFTvPJ9pDW-88I8bYTYpVnfhYTnOyChRT5wWcDmR5a-WMCNmOlLo-1ucRyPLI3FjZC9r9RKAHjHV7WYgwM5DxV9BybXTxjtGbNDxQuezSkBJsHhlRXjW5yAHGm4N3s.GV8GpuADoX11MBQ-5sgbsp97h2gi3SsBGlIgQYGVNbg&dib_tag=se&m=A1GU2TRTLSZQX4&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781510668&s=merchant-items&sr=1-12,https://www.amazon.com/s?i=merchant-items&me=A1GU2TRTLSZQX4&s=exact-aware-popularity-rank&ds=v1%3AhG3SYZiLqxK4cNSLeJP2iOqQvrgSfOXJ3T%2FVkA3EWg0&marketplaceID=ATVPDKIKX0DER&qid=1776152103&ref=sr_st_exact-aware-popularity-rank
2026-06-15,2026-06-15T08:01:08+00:00,Competitor Store 22,seller,seller,Famiheart,1,B0GSWGJT76,https://m.media-amazon.com/images/I/81HUNn99aPL._AC_UY218_.jpg,23,23,23,display_order,23,Personalized 250th Anniversary Decoration Wooden Eagle Door Sign 250 Years of Freedom Wreath for Front Door Wall Signs Dec...,,,,,,,,no,https://www.amazon.com/Personalized-Anniversary-Decoration-Freedom-Outdoor/dp/B0GSWGJT76/ref=sr_1_13?dib=eyJ2IjoiMSJ9.tu7Lkuzxa_VEq_62wbIVCCJJZCkigTZSX56aff1ja0Stue3O8M4yE7R1dKUGxKdfm5yRBCBqyu4JyuUvbHT2wDLz5wW1gNX9Fg5EzsBVu90cIzFTvPJ9pDW-88I8bYTYpVnfhYTnOyChRT5wWcDmR5a-WMCNmOlLo-1ucRyPLI3FjZC9r9RKAHjHV7WYgwM5DxV9BybXTxjtGbNDxQuezSkBJsHhlRXjW5yAHGm4N3s.GV8GpuADoX11MBQ-5sgbsp97h2gi3SsBGlIgQYGVNbg&dib_tag=se&m=A1GU2TRTLSZQX4&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781510668&s=merchant-items&sr=1-13,https://www.amazon.com/s?i=merchant-items&me=A1GU2TRTLSZQX4&s=exact-aware-popularity-rank&ds=v1%3AhG3SYZiLqxK4cNSLeJP2iOqQvrgSfOXJ3T%2FVkA3EWg0&marketplaceID=ATVPDKIKX0DER&qid=1776152103&ref=sr_st_exact-aware-popularity-rank
2026-06-15,2026-06-15T08:01:08+00:00,Competitor Store 22,seller,seller,Famiheart,1,B0GS966JWR,https://m.media-amazon.com/images/I/81Dw0CGcGTL._AC_UY218_.jpg,24,24,24,display_order,24,"Famiheart Custom Graduation Stole 2026, Personalized Graduation Sash with Picture, Name & Text, Gift for Graduates",,,,,,,,no,https://www.amazon.com/Famiheart-Graduation-Personalized-Picture-Graduates/dp/B0GS966JWR/ref=sr_1_14?dib=eyJ2IjoiMSJ9.tu7Lkuzxa_VEq_62wbIVCCJJZCkigTZSX56aff1ja0Stue3O8M4yE7R1dKUGxKdfm5yRBCBqyu4JyuUvbHT2wDLz5wW1gNX9Fg5EzsBVu90cIzFTvPJ9pDW-88I8bYTYpVnfhYTnOyChRT5wWcDmR5a-WMCNmOlLo-1ucRyPLI3FjZC9r9RKAHjHV7WYgwM5DxV9BybXTxjtGbNDxQuezSkBJsHhlRXjW5yAHGm4N3s.GV8GpuADoX11MBQ-5sgbsp97h2gi3SsBGlIgQYGVNbg&dib_tag=se&m=A1GU2TRTLSZQX4&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781510668&s=merchant-items&sr=1-14,https://www.amazon.com/s?i=merchant-items&me=A1GU2TRTLSZQX4&s=exact-aware-popularity-rank&ds=v1%3AhG3SYZiLqxK4cNSLeJP2iOqQvrgSfOXJ3T%2FVkA3EWg0&marketplaceID=ATVPDKIKX0DER&qid=1776152103&ref=sr_st_exact-aware-popularity-rank
2026-06-15,2026-06-15T08:01:08+00:00,Competitor Store 22,seller,seller,Famiheart,1,B0GS9F2L1B,,25,25,25,display_order,25,P1,,,,,,,,no,https://www.amazon.com/Famiheart-Graduation-Personalized-Picture-Graduates/dp/B0GS9F2L1B/ref=cs_sr_dp_loc_2?dib=eyJ2IjoiMSJ9.tu7Lkuzxa_VEq_62wbIVCCJJZCkigTZSX56aff1ja0Stue3O8M4yE7R1dKUGxKdfm5yRBCBqyu4JyuUvbHT2wDLz5wW1gNX9Fg5EzsBVu90cIzFTvPJ9pDW-88I8bYTYpVnfhYTnOyChRT5wWcDmR5a-WMCNmOlLo-1ucRyPLI3FjZC9r9RKAHjHV7WYgwM5DxV9BybXTxjtGbNDxQuezSkBJsHhlRXjW5yAHGm4N3s.GV8GpuADoX11MBQ-5sgbsp97h2gi3SsBGlIgQYGVNbg&dib_tag=se&m=A1GU2TRTLSZQX4&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781510668&s=merchant-items&sr=1-14,https://www.amazon.com/s?i=merchant-items&me=A1GU2TRTLSZQX4&s=exact-aware-popularity-rank&ds=v1%3AhG3SYZiLqxK4cNSLeJP2iOqQvrgSfOXJ3T%2FVkA3EWg0&marketplaceID=ATVPDKIKX0DER&qid=1776152103&ref=sr_st_exact-aware-popularity-rank
2026-06-15,2026-06-15T08:01:08+00:00,Competitor Store 22,seller,seller,Famiheart,1,B0FB3M6XJN,https://m.media-amazon.com/images/I/51iK8wjsYFL._AC_UY218_.jpg,26,26,26,display_order,26,"Famiheart Best Dad Ever Pajama Pants with Faces, Personalized Pajamas with Face, Gifts for Dad Daddy Grandpa Papa Fathers Day",,,,,,,,no,https://www.amazon.com/Famiheart-Personalized-Pajamas-Grandpa-Fathers/dp/B0FB3M6XJN/ref=sr_1_15?dib=eyJ2IjoiMSJ9.tu7Lkuzxa_VEq_62wbIVCCJJZCkigTZSX56aff1ja0Stue3O8M4yE7R1dKUGxKdfm5yRBCBqyu4JyuUvbHT2wDLz5wW1gNX9Fg5EzsBVu90cIzFTvPJ9pDW-88I8bYTYpVnfhYTnOyChRT5wWcDmR5a-WMCNmOlLo-1ucRyPLI3FjZC9r9RKAHjHV7WYgwM5DxV9BybXTxjtGbNDxQuezSkBJsHhlRXjW5yAHGm4N3s.GV8GpuADoX11MBQ-5sgbsp97h2gi3SsBGlIgQYGVNbg&dib_tag=se&m=A1GU2TRTLSZQX4&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781510668&s=merchant-items&sr=1-15,https://www.amazon.com/s?i=merchant-items&me=A1GU2TRTLSZQX4&s=exact-aware-popularity-rank&ds=v1%3AhG3SYZiLqxK4cNSLeJP2iOqQvrgSfOXJ3T%2FVkA3EWg0&marketplaceID=ATVPDKIKX0DER&qid=1776152103&ref=sr_st_exact-aware-popularity-rank
2026-06-15,2026-06-15T08:01:08+00:00,Competitor Store 22,seller,seller,Famiheart,1,B0H1HWCL85,https://m.media-amazon.com/images/I/819+mwp0e8L._AC_UY218_.jpg,27,27,27,display_order,27,"Personalized Hands Down Best Dad Ever Handprint Sign, Father's Day Gif.t for Dad Grandpa, Custom Engraved Wooden Plaque wi...",,,,,,,,no,https://www.amazon.com/Personalized-Handprint-Engraved-Childrens-Multiple/dp/B0H1HWCL85/ref=sr_1_16?dib=eyJ2IjoiMSJ9.tu7Lkuzxa_VEq_62wbIVCCJJZCkigTZSX56aff1ja0Stue3O8M4yE7R1dKUGxKdfm5yRBCBqyu4JyuUvbHT2wDLz5wW1gNX9Fg5EzsBVu90cIzFTvPJ9pDW-88I8bYTYpVnfhYTnOyChRT5wWcDmR5a-WMCNmOlLo-1ucRyPLI3FjZC9r9RKAHjHV7WYgwM5DxV9BybXTxjtGbNDxQuezSkBJsHhlRXjW5yAHGm4N3s.GV8GpuADoX11MBQ-5sgbsp97h2gi3SsBGlIgQYGVNbg&dib_tag=se&m=A1GU2TRTLSZQX4&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781510668&s=merchant-items&sr=1-16,https://www.amazon.com/s?i=merchant-items&me=A1GU2TRTLSZQX4&s=exact-aware-popularity-rank&ds=v1%3AhG3SYZiLqxK4cNSLeJP2iOqQvrgSfOXJ3T%2FVkA3EWg0&marketplaceID=ATVPDKIKX0DER&qid=1776152103&ref=sr_st_exact-aware-popularity-rank
2026-06-15,2026-06-15T08:01:08+00:00,Competitor Store 22,seller,seller,Famiheart,1,B0DVBL912R,,28,28,28,display_order,28,Amazon Business Card,,,,,,,,no,https://www.amazon.com/dp/B0DVBL912R?plattr=ACOMFO&ie=UTF-8,https://www.amazon.com/s?i=merchant-items&me=A1GU2TRTLSZQX4&s=exact-aware-popularity-rank&ds=v1%3AhG3SYZiLqxK4cNSLeJP2iOqQvrgSfOXJ3T%2FVkA3EWg0&marketplaceID=ATVPDKIKX0DER&qid=1776152103&ref=sr_st_exact-aware-popularity-rank
2026-06-15,2026-06-15T08:01:08+00:00,Competitor Store 23,seller,seller,LBB Trading,1,B0GZQ2DMDX,https://m.media-amazon.com/images/I/71mooAP4KEL._AC_UY218_.jpg,1,1,1,display_order,1,"Personalized Dad Photo Shirt, Custom for Dad, Vintage Photo T Shirt for Men, Custom Picture Tee, Daddy Gifts from Kids, Be...",,,,,,,,no,https://www.amazon.com/Personalized-Photo-Custom-Vintage-Picture/dp/B0GZQ2DMDX/ref=sr_1_1?dib=eyJ2IjoiMSJ9.XtTLucYs6LQm9qDL9YyBwYQFrAWFEQbRVnMFCJ9kHQQJjgN4V_AEtuTXTXPHOXbASyS5UIjxDIcVgVQXSwVT68KzkmhZ_V4DUblM_flxYU2_p26X8bpMKVlAyYaHKmIcQm-bbnNku3GEMbOOlXSY2VXkpHvIFWjxJ4-ptp7dyFhgfOdt3Aa43ldzzDOHqcWbp-ET-Ke8Xw8UDph_nishGrfvxhiV4sA-zyyR9_Qnotk.q3jY9cRrY-U8gewBa2aSqynS9ZiA2a--YaZVyNWvfzs&dib_tag=se&m=A3D2FVIUCX0QRY&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781510676&s=merchant-items&sr=1-1,https://www.amazon.com/s?i=merchant-items&me=A3D2FVIUCX0QRY&s=exact-aware-popularity-rank&ds=v1%3ARtonIjCU68ua8hSvZgLqgUzSjjaLw8N1%2FsWfBw6CWC4&marketplaceID=ATVPDKIKX0DER&qid=1776152167&ref=sr_st_exact-aware-popularity-rank
2026-06-15,2026-06-15T08:01:08+00:00,Competitor Store 23,seller,seller,LBB Trading,1,B0GVJX7MWC,https://m.media-amazon.com/images/I/81wCAcGXq6L._AC_UY218_.jpg,2,2,2,display_order,2,"Noni Personalized Family Portrait Wall Art, Custom Watercolor Portrait From Photo, Personalized Family Art, Father's Day, ...",,,,,,,,no,https://www.amazon.com/Noni-Personalized-Portrait-Watercolor-Birhtday/dp/B0GVJX7MWC/ref=sr_1_2?dib=eyJ2IjoiMSJ9.XtTLucYs6LQm9qDL9YyBwYQFrAWFEQbRVnMFCJ9kHQQJjgN4V_AEtuTXTXPHOXbASyS5UIjxDIcVgVQXSwVT68KzkmhZ_V4DUblM_flxYU2_p26X8bpMKVlAyYaHKmIcQm-bbnNku3GEMbOOlXSY2VXkpHvIFWjxJ4-ptp7dyFhgfOdt3Aa43ldzzDOHqcWbp-ET-Ke8Xw8UDph_nishGrfvxhiV4sA-zyyR9_Qnotk.q3jY9cRrY-U8gewBa2aSqynS9ZiA2a--YaZVyNWvfzs&dib_tag=se&m=A3D2FVIUCX0QRY&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781510676&s=merchant-items&sr=1-2,https://www.amazon.com/s?i=merchant-items&me=A3D2FVIUCX0QRY&s=exact-aware-popularity-rank&ds=v1%3ARtonIjCU68ua8hSvZgLqgUzSjjaLw8N1%2FsWfBw6CWC4&marketplaceID=ATVPDKIKX0DER&qid=1776152167&ref=sr_st_exact-aware-popularity-rank
2026-06-15,2026-06-15T08:01:08+00:00,Competitor Store 23,seller,seller,LBB Trading,1,B0GC5PZ33M,https://m.media-amazon.com/images/I/91c+hoHDqmL._AC_UY218_.jpg,3,3,3,display_order,3,"Noni Personalized Photo Car Visor Clip for Dad, Drive Safe Car Accessory, Custom Photo Gift for Father, Personalized Drive...",,,,,,,,no,https://www.amazon.com/Noni-Personalized-Accessory-Birthday-Christmas/dp/B0GC5PZ33M/ref=sr_1_3?dib=eyJ2IjoiMSJ9.XtTLucYs6LQm9qDL9YyBwYQFrAWFEQbRVnMFCJ9kHQQJjgN4V_AEtuTXTXPHOXbASyS5UIjxDIcVgVQXSwVT68KzkmhZ_V4DUblM_flxYU2_p26X8bpMKVlAyYaHKmIcQm-bbnNku3GEMbOOlXSY2VXkpHvIFWjxJ4-ptp7dyFhgfOdt3Aa43ldzzDOHqcWbp-ET-Ke8Xw8UDph_nishGrfvxhiV4sA-zyyR9_Qnotk.q3jY9cRrY-U8gewBa2aSqynS9ZiA2a--YaZVyNWvfzs&dib_tag=se&m=A3D2FVIUCX0QRY&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781510676&s=merchant-items&sr=1-3,https://www.amazon.com/s?i=merchant-items&me=A3D2FVIUCX0QRY&s=exact-aware-popularity-rank&ds=v1%3ARtonIjCU68ua8hSvZgLqgUzSjjaLw8N1%2FsWfBw6CWC4&marketplaceID=ATVPDKIKX0DER&qid=1776152167&ref=sr_st_exact-aware-popularity-rank
2026-06-15,2026-06-15T08:01:08+00:00,Competitor Store 23,seller,seller,LBB Trading,1,B0H1G5WTD6,https://m.media-amazon.com/images/I/81+qtXsF-3L._AC_UY218_.jpg,4,4,4,display_order,4,"Personalized Portrait Dad And Kids Wooden Sign, Custom Watercolor Portrait From Photo, Anniversary Decorations Gifts for D...",,,,,,,,no,https://www.amazon.com/Personalized-Watercolor-Anniversary-Decorations-Christmas/dp/B0H1G5WTD6/ref=sr_1_4?dib=eyJ2IjoiMSJ9.XtTLucYs6LQm9qDL9YyBwYQFrAWFEQbRVnMFCJ9kHQQJjgN4V_AEtuTXTXPHOXbASyS5UIjxDIcVgVQXSwVT68KzkmhZ_V4DUblM_flxYU2_p26X8bpMKVlAyYaHKmIcQm-bbnNku3GEMbOOlXSY2VXkpHvIFWjxJ4-ptp7dyFhgfOdt3Aa43ldzzDOHqcWbp-ET-Ke8Xw8UDph_nishGrfvxhiV4sA-zyyR9_Qnotk.q3jY9cRrY-U8gewBa2aSqynS9ZiA2a--YaZVyNWvfzs&dib_tag=se&m=A3D2FVIUCX0QRY&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781510676&s=merchant-items&sr=1-4,https://www.amazon.com/s?i=merchant-items&me=A3D2FVIUCX0QRY&s=exact-aware-popularity-rank&ds=v1%3ARtonIjCU68ua8hSvZgLqgUzSjjaLw8N1%2FsWfBw6CWC4&marketplaceID=ATVPDKIKX0DER&qid=1776152167&ref=sr_st_exact-aware-popularity-rank
2026-06-15,2026-06-15T08:01:08+00:00,Competitor Store 23,seller,seller,LBB Trading,1,B0F4MDFCY8,https://m.media-amazon.com/images/I/71cQeKXextL._AC_UY218_.jpg,5,5,5,display_order,5,"Custom Kids Name Dad Hat for Men, Customization Leather Patch Trucker Hat, Gifts for Daddy Grandpa Husband, Fathers Day Hat",,,,,,,,no,https://www.amazon.com/Customization-Leather-Trucker-Daughter-Birthday/dp/B0F4MDFCY8/ref=sr_1_5?dib=eyJ2IjoiMSJ9.XtTLucYs6LQm9qDL9YyBwYQFrAWFEQbRVnMFCJ9kHQQJjgN4V_AEtuTXTXPHOXbASyS5UIjxDIcVgVQXSwVT68KzkmhZ_V4DUblM_flxYU2_p26X8bpMKVlAyYaHKmIcQm-bbnNku3GEMbOOlXSY2VXkpHvIFWjxJ4-ptp7dyFhgfOdt3Aa43ldzzDOHqcWbp-ET-Ke8Xw8UDph_nishGrfvxhiV4sA-zyyR9_Qnotk.q3jY9cRrY-U8gewBa2aSqynS9ZiA2a--YaZVyNWvfzs&dib_tag=se&m=A3D2FVIUCX0QRY&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781510676&s=merchant-items&sr=1-5,https://www.amazon.com/s?i=merchant-items&me=A3D2FVIUCX0QRY&s=exact-aware-popularity-rank&ds=v1%3ARtonIjCU68ua8hSvZgLqgUzSjjaLw8N1%2FsWfBw6CWC4&marketplaceID=ATVPDKIKX0DER&qid=1776152167&ref=sr_st_exact-aware-popularity-rank
2026-06-15,2026-06-15T08:01:08+00:00,Competitor Store 23,seller,seller,LBB Trading,1,B0F4P68PBL,,6,6,6,display_order,6,Style 2,,,,,,,,no,https://www.amazon.com/Customization-Leather-Trucker-Daughter-Birthday/dp/B0F4P68PBL/ref=cs_sr_dp_loc_2?dib=eyJ2IjoiMSJ9.XtTLucYs6LQm9qDL9YyBwYQFrAWFEQbRVnMFCJ9kHQQJjgN4V_AEtuTXTXPHOXbASyS5UIjxDIcVgVQXSwVT68KzkmhZ_V4DUblM_flxYU2_p26X8bpMKVlAyYaHKmIcQm-bbnNku3GEMbOOlXSY2VXkpHvIFWjxJ4-ptp7dyFhgfOdt3Aa43ldzzDOHqcWbp-ET-Ke8Xw8UDph_nishGrfvxhiV4sA-zyyR9_Qnotk.q3jY9cRrY-U8gewBa2aSqynS9ZiA2a--YaZVyNWvfzs&dib_tag=se&m=A3D2FVIUCX0QRY&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781510676&s=merchant-items&sr=1-5,https://www.amazon.com/s?i=merchant-items&me=A3D2FVIUCX0QRY&s=exact-aware-popularity-rank&ds=v1%3ARtonIjCU68ua8hSvZgLqgUzSjjaLw8N1%2FsWfBw6CWC4&marketplaceID=ATVPDKIKX0DER&qid=1776152167&ref=sr_st_exact-aware-popularity-rank
2026-06-15,2026-06-15T08:01:08+00:00,Competitor Store 23,seller,seller,LBB Trading,1,B0H1D1WRPY,https://m.media-amazon.com/images/I/81SJGrpJRtL._AC_UY218_.jpg,7,7,7,display_order,7,"Personalized We Caught The Best Dad Baseball Wooden Plaque, Baseball Dad 2-Layered Wooden Plaque, Soft Ball Daddy Wood Pla...",,,,,,,,no,https://www.amazon.com/Personalized-Baseball-2-Layered-Baseballs-Softball/dp/B0H1D1WRPY/ref=sr_1_6?dib=eyJ2IjoiMSJ9.XtTLucYs6LQm9qDL9YyBwYQFrAWFEQbRVnMFCJ9kHQQJjgN4V_AEtuTXTXPHOXbASyS5UIjxDIcVgVQXSwVT68KzkmhZ_V4DUblM_flxYU2_p26X8bpMKVlAyYaHKmIcQm-bbnNku3GEMbOOlXSY2VXkpHvIFWjxJ4-ptp7dyFhgfOdt3Aa43ldzzDOHqcWbp-ET-Ke8Xw8UDph_nishGrfvxhiV4sA-zyyR9_Qnotk.q3jY9cRrY-U8gewBa2aSqynS9ZiA2a--YaZVyNWvfzs&dib_tag=se&m=A3D2FVIUCX0QRY&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781510676&s=merchant-items&sr=1-6,https://www.amazon.com/s?i=merchant-items&me=A3D2FVIUCX0QRY&s=exact-aware-popularity-rank&ds=v1%3ARtonIjCU68ua8hSvZgLqgUzSjjaLw8N1%2FsWfBw6CWC4&marketplaceID=ATVPDKIKX0DER&qid=1776152167&ref=sr_st_exact-aware-popularity-rank
2026-06-15,2026-06-15T08:01:08+00:00,Competitor Store 23,seller,seller,LBB Trading,1,B0F3PC9H65,https://m.media-amazon.com/images/I/81wlkIN0CKL._AC_UY218_.jpg,8,8,8,display_order,8,"Custom Personalized Logo Embroidered Patches, Any Shape Iron On Sew On Hook and Loop Patch, Custom Image Text Logo Patche...",,,,,,,,no,https://www.amazon.com/Custom-Personalized-Embroidered-Patches-Backpacks/dp/B0F3PC9H65/ref=sr_1_7?dib=eyJ2IjoiMSJ9.XtTLucYs6LQm9qDL9YyBwYQFrAWFEQbRVnMFCJ9kHQQJjgN4V_AEtuTXTXPHOXbASyS5UIjxDIcVgVQXSwVT68KzkmhZ_V4DUblM_flxYU2_p26X8bpMKVlAyYaHKmIcQm-bbnNku3GEMbOOlXSY2VXkpHvIFWjxJ4-ptp7dyFhgfOdt3Aa43ldzzDOHqcWbp-ET-Ke8Xw8UDph_nishGrfvxhiV4sA-zyyR9_Qnotk.q3jY9cRrY-U8gewBa2aSqynS9ZiA2a--YaZVyNWvfzs&dib_tag=se&m=A3D2FVIUCX0QRY&marketplaceID=ATVPDKIKX0DER&nsdOptOutParam=true&qid=1781510676&s=merchant-items&sr=1-7,https://www.amazon.com/s?i=merchant-items&me=A3D2FVIUCX0QRY&s=exact-aware-popularity-rank&ds=v1%3ARtonIjCU68ua8hSvZgLqgUzSjjaLw8N1%2FsWfBw6CWC4&marketplaceID=ATVPDKIKX0DER&qid=1776152167&ref=sr_st_exact-aware-popularity-rank
